symbol,currency_base,currency_quote,exchange_used,exchange_normalized,last_close,last_datetime,ret_1d_pct,ret_7d_pct,ret_30d_pct,ret_90d_pct,ret_1y_pct,ret_ytd_pct,ret_6m_pct,vol_7d_annual_pct,vol_30d_annual_pct,sharpe_ratio,var_95_pct,atr14_pct,drawdown_90d_pct,tier1_listed,stale,data_points,coverage_ratio,enough_history_90d,enough_history_1y,return_type,returns_mode,include_today,ret_1y_suspect
"XMR/EUR","Monero","Euro","Kraken","kraken","280.4800","2026-02-09","4.06","-14.26","-27.93","-22.22","31.14","-21.45","19.64","203.24","166.83","-1.83","-19.56","12.61","59.74","true","false","425","1.000","true","true","simple","calendar","true","false"
"XPRT/USD","Persistence","US Dollar","Gate.io","gate.io","0.0105","2026-02-09","-7.01","-18.95","-65.85","-60.88","-90.90","66.40","-76.96","70.12","84.80","-11.70","-8.46","11.23","77.19","false","false","425","1.000","true","true","simple","calendar","true","false"
"XRP/EUR","XRP","Euro","BitStamp","bitstamp","1.2144","2026-02-09","0.36","-11.52","-32.52","-40.75","-47.72","-24.00","-56.08","229.20","115.13","-3.57","-5.55","10.46","50.09","true","false","425","1.000","true","true","simple","calendar","true","false"
"XRP/USD","XRP","US Dollar","Binance","binance","1.4449","2026-02-09","0.99","-10.80","-31.06","-38.94","-39.61","-23.14","-55.21","228.32","114.17","-3.38","-5.42","10.53","49.14","true","false","425","1.000","true","true","simple","calendar","true","false"
"XTZ/EUR","Tezos","Euro","Kraken","kraken","0.3476","2026-02-09","0.40","-14.32","-30.62","-36.28","-58.91","-19.46","-55.21","132.79","98.25","-3.96","-10.02","9.37","36.82","true","false","425","1.000","true","true","simple","calendar","true","false"
"XTZ/USD","Tezos","US Dollar","Binance","binance","0.4131","2026-02-09","0.15","-13.81","-28.97","-34.23","-53.11","-18.57","-54.41","139.70","97.77","-3.76","-9.22","9.77","36.31","true","false","425","1.000","true","true","simple","calendar","true","false"
"XVG/USD","Verge","US Dollar","Binance","binance","0.0059","2026-02-09","0.75","0.96","1.01","-23.86","-10.47","1.73","-20.75","172.25","142.44","0.54","-10.82","11.06","44.91","true","false","425","1.000","true","true","simple","calendar","true","false"
"XVS/USD","Venus","US Dollar","Binance","binance","3.1700","2026-02-09","-3.94","-13.62","-39.85","-32.41","-44.29","-27.29","-51.60","110.43","119.84","-4.72","-16.42","14.62","46.13","true","false","425","1.000","true","true","simple","calendar","true","false"
"XYM/USD","Symbol","US Dollar","Gate.io","gate.io","0.0025","2026-02-09","-1.13","-10.50","-47.88","-37.08","-82.12","-46.67","-67.61","134.37","105.57","-6.93","-12.48","21.30","65.05","false","false","425","1.000","true","true","simple","calendar","true","false"
"YFI/USD","yearn.finance","US Dollar","Binance","binance","3063.0000","2026-02-09","0.16","4.72","-12.21","-38.96","-46.25","-7.88","-49.74","154.87","94.18","-1.07","-7.77","8.62","47.22","true","false","425","1.000","true","true","simple","calendar","true","false"
"YGG/USD","Yield Guild Games","US Dollar","Binance","binance","0.0411","2026-02-09","0.00","-11.23","-39.65","-65.05","-82.39","-38.84","-76.43","150.00","121.25","-4.51","-15.27","12.20","65.56","true","false","425","1.000","true","true","simple","calendar","true","false"
"ZIL/USD","Zilliqa","US Dollar","Binance","binance","0.0044","2026-02-09","-2.21","-17.84","-15.33","-43.62","-69.05","-12.30","-63.20","180.87","166.48","-0.58","-10.92","24.18","44.86","true","false","425","1.000","true","true","simple","calendar","true","false"
"ZK/USD","zkSync","US Dollar","Binance","binance","0.0226","2026-02-09","6.81","-12.65","-33.38","-59.76","-79.12","-26.96","-62.04","166.67","184.30","-2.04","-11.19","19.13","60.21","true","false","425","1.000","true","true","simple","calendar","true","false"
"ZRC/USD","ZrCoin","US Dollar","Gate.io","gate.io","0.0019","2026-02-09","10.02","0.48","-49.92","-87.12","-95.49","-52.02","-94.86","204.65","169.00","-3.78","-12.57","22.71","88.61","false","false","425","1.000","true","true","simple","calendar","true","false"
"ZRX/USD","0x","US Dollar","Binance","binance","0.1045","2026-02-09","-3.24","-7.28","-27.43","-50.47","-66.30","-24.06","-60.66","159.11","103.80","-3.08","-6.66","10.36","53.98","true","false","425","1.000","true","true","simple","calendar","true","false"
"ZSC/USD","Zeusshield","US Dollar","Gate.io","gate.io","0.0001","2026-02-09","10.95","47.05","-11.24","8.36","20.65","189.82","70.89","390.42","254.87","0.64","-16.30","18.35","75.95","false","false","425","1.000","true","true","simple","calendar","true","false"
