Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"ERG","ERG S.P.A.","","Italie","MTA","EUR","0.29","0.42","-11.48","-5.32","10.33","-25.54","12.18","0","0","16.77","10.26","6","0.15","7.06","NaN"
"NSP","NEOSPERIENCE S.P.A.","","Italie","MTA","EUR","-9.79","9.46","-0.58","93.89","102.89","6.79","7.57","4","5","9.34","181.35","6","-0.10","2.48","NaN"
"ITM","ITALMOBILIARE S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"ASC","ASCOPIAVE S.P.A.","","Italie","MTA","EUR","6.46","0.20","7.76","16.69","8.86","16.49","7.56","3","3","11.94","17.84","6","13.22","-11.49","NaN"
"BELL","BELLINI NAUTICA S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"DOV","DOVALUE S.P.A.","","Italie","MTA","EUR","15.24","0.48","10.92","27.49","15.37","11.18","1.18","3","6","1.20","5.43","6","13.52","-2.07","NaN"
"TXT","TXT E-SOLUTIONS S.P.A.","","Italie","MTA","EUR","12.22","0.49","5.71","12.30","0.73","6.03","0.74","0","3","1.53","3.89","6","6.22","4.00","NaN"
"DOX","DOXEE S.P.A.","","Italie","MTA","EUR","16.29","0.24","12.49","15.19","1.12","12.06","0.41","2","6","1.19","1.19","6","12.53","-3.70","NaN"
"SXBK7S","SXBK7S.MI","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"FAE","FAE TECHNOLOGY S.P.A.","","Italie","MTA","EUR","10.82","0.57","9.12","13.77","2.66","11.64","2.56","4","5","3.97","2.84","6","13.05","16.32","NaN"
"IWB","ITALIAN WINE BRANDS S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"NPI","NOTORIOUS PICTURES S.P.A.","","Italie","MTA","EUR","-2.41","1.55","4.49","1.24","6.05","4.24","0.22","0","2","0.22","9.66","6","-4.45","4.43","NaN"
"ZEST","ZEST S.P.A.","","Italie","MTA","EUR","-2.08","0.16","0.08","-5.43","4.74","-2.67","3.90","0","0","4.40","5.24","5","-11.52","29.28","NaN"
"BGN","BANCA GENERALI S.P.A.","","Italie","MTA","EUR","29.38","0.36","","30.07","1.94","","","","6","","5.90","0","38.16","12.87","NaN"
"ITD","INTRED S.P.A.","","Italie","MTA","EUR","42.89","11.24","-12.52","-8.75","54.21","-4.10","7.30","0","1","7.30","37.84","6","4.97","-24.98","NaN"
"BFF","BFF BANK S.P.A.","","Italie","MTA","EUR","4.19","0.89","","17.73","11.87","","","","5","","12.10","0","9.77","-7.06","NaN"
"ISP","INTESA SANPAOLO S.P.A.","","Italie","MTA","EUR","14.29","2.13","","13.34","0.97","","","","3","","3.73","0","32.74","4.90","NaN"
"OMER","OMER S.P.A.","","Italie","MTA","EUR","2.21","-1.97","-50.15","162.89","227.24","-47.52","3.72","0","2","219.25","140.25","5","","","NaN"
"IRE","IREN S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"BB","BB BIOTECH AG","","Italie","MTA","EUR","7.26","0.29","5.05","-6.41","12.14","0.55","4.55","0","0","4.11","44.32","6","9.69","-19.77","NaN"
"FDA","FIDIA S.P.A.","","Italie","MTA","EUR","18.29","0.00","-3.06","-103.05","169.97","-7.10","6.94","0","3","5.98","499.94","6","3.24","3.08","NaN"
"ALMS","ALIA MENTIS SPA","","Italie","MTA","EUR","-86.69","0.12","-472.04","238.24","443.44","-475.14","37.89","0","3","226.79","102.07","4","-1011.75","","NaN"
"FARM","H-FARM S.P.A.","","Italie","MTA","EUR","138.75","0.07","-13.87","-27.57","144.26","-11.46","2.69","0","1","1.29","22.00","6","89.17","8.21","NaN"
"VIM","VIMI FASTENERS S.P.A.","","Italie","MTA","EUR","4.45","0.68","3.96","4.16","2.36","3.59","1.31","0","0","2.85","4.14","6","2.59","-2.73","NaN"
"ZV","ZIGNAGO VETRO S.P.A.","","Italie","MTA","EUR","7.47","0.68","4.36","18.56","14.25","8.34","6.37","1","5","2.23","9.94","6","6.13","-7.51","NaN"
"UCG","UNICREDIT S.P.A.","","Italie","MTA","EUR","16.77","1.91","","15.69","0.96","","","","3","","11.33","0","43.85","3.10","NaN"
"IF","BANCA IFIS SPA","","Italie","MTA","EUR","16.92","2.07","","12.08","4.20","","","","1","","3.13","0","45.86","9.43","NaN"
"FNM","FNM S.P.A.","","Italie","MTA","EUR","-14.19","1.36","1.67","-8.67","4.79","-0.69","3.16","1","3","2.82","19.98","6","-4.36","26.29","NaN"
"ICOS","INTERCOS S.P.A.","","Italie","MTA","EUR","10.35","0.52","11.64","10.98","0.96","10.32","1.23","0","2","7.45","14.68","6","4.78","2.94","NaN"
"PAG","PORTO AVIATION GROUP S.P.A.","","Italie","MTA","EUR","17.36","1.56","6.06","19.86","3.39","6.85","0.91","0","6","1.77","3.79","6","2.95","3.79","NaN"
"FPE","FOPE S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"ICOP","ICOP S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"NUS","NUSCO S.P.A.","","Italie","MTA","EUR","22.00","0.38","7.11","1.03","20.95","4.30","2.45","2","3","4.45","20.96","6","10.79","-13.15","NaN"
"UBA","UBALDI COSTRUZIONI S.P.A.","","Italie","MTA","EUR","9.76","0.00","53.62","11.20","1.30","35.68","15.83","6","4","3.64","3.57","6","14.77","-10.00","NaN"
"ICC","INTERNATIONAL CARE CO. S.P.A.","","Italie","MTA","EUR","2.68","0.02","-1.72","3.05","0.35","-1.22","1.15","0","0","0.98","1.93","6","9.56","-2.90","NaN"
"ICF","INDUSTRIE CHIMICHE FORESTALI S.P.A.","","Italie","MTA","EUR","","","","","","","","","","","","0","","","NaN"
"BC","BRUNELLO CUCINELLI S.P.A.","","Italie","MTA","EUR","-7.81","1.40","5.29","6.36","14.09","7.88","3.27","3","4","7.22","19.83","6","-2.56","-8.47","NaN"
"COL","COLONIAL SFL, SOCIMI, S.A.","","Espagne","BME","EUR","29.07","2.71","6.62","31.68","2.43","6.64","0.36","0","6","0.78","3.53","6","2.43","4.67","NaN"
"ELE","ENDESA, S.A.","","Espagne","BME","EUR","0.36","0.00","0.72","0.09","0.39","0.45","0.37","0","0","0.26","0.28","2","4.06","167.37","NaN"
"NEA","NICOLÃ¡S CORREA, S.A.","","Espagne","BME","EUR","2.27","0.00","","6.50","8.43","","","","1","","16.92","0","83.32","41.56","NaN"
"OHLA","OBRASCÃ³N HUARTE LAIN, S.A.","","Espagne","BME","EUR","2.04","0.69","3.26","-1.86","6.44","2.55","0.66","0","0","1.36","18.08","6","0.34","5.04","NaN"
"CLR","CLERHP ESTRUCTURAS S.A.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"CLNX","CELLNEX TELECOM, S.A.","","Espagne","BME","EUR","-2.46","1.64","0.93","-1.61","1.16","0.85","0.19","0","0","0.28","0.66","6","-8.56","4.07","NaN"
"NTGY","NATURGY ENERGY GROUP, S.A.","","Espagne","BME","EUR","20.72","1.47","8.08","20.46","0.48","8.47","0.45","0","5","2.10","11.75","6","12.26","-7.25","NaN"
"RDG","REDEGAL S.A.","","Espagne","BME","EUR","0.65","0.01","-5.75","-5.78","5.57","-6.92","1.31","0","0","9.98","6.51","6","","","NaN"
"EDR","EDREAMS ODIGEO S.A.","","Espagne","BME","EUR","-22.40","0.42","3.71","-9.30","12.20","2.08","1.42","0","0","1.50","14.50","6","-25.48","50.84","NaN"
"LDA","LÃ­NEA DIRECTA ASEGURADORA, S.A.","","Espagne","BME","EUR","22.47","0.00","","13.38","12.95","","","","5","","12.93","0","7.89","6.01","NaN"
"NYE","NYESA VALORES CORPORACIÃ³N, S.A.","","Espagne","BME","EUR","8.07","0.32","0.77","-169.15","635.00","-1.10","1.80","0","2","0.94","791.33","6","9.19","49.83","NaN"
"A3M","ATRESMEDIA CORPORACIÃ³N DE MEDIOS DE COMUNICACIÃ³N, S.A.","","Espagne","BME","EUR","7.94","0.29","5.70","15.56","7.86","10.09","3.81","4","4","5.70","8.39","6","6.94","0.43","NaN"
"NXT","NUEVA EXPRESIÃ³N TEXTIL, S.A.","","Espagne","BME","EUR","29.57","0.00","28.20","45.42","19.50","32.67","5.22","5","6","13.85","8.61","6","16.46","19.33","NaN"
"OLE","DEOLEO, S.A.","","Espagne","BME","EUR","4.65","0.29","3.35","-4.89","8.67","0.37","4.00","0","2","4.01","10.57","6","2.40","-1.00","NaN"
"EAT","AMREST HOLDINGS SE","","Espagne","BME","EUR","119.57","3.96","19.26","3.41","261.54","15.53","4.89","2","2","2.96","146.61","6","8.39","14.69","NaN"
"GEST","GESTAMP AUTOMOCIÃ³N, S.A.","","Espagne","BME","EUR","8.07","1.01","5.70","9.72","1.66","6.14","0.67","0","1","2.92","10.09","6","2.18","-3.84","NaN"
"ORY","ORYZON GENOMICS S.A.","","Espagne","BME","EUR","-2.67","0.06","-3.81","-3.81","0.99","-3.47","0.34","0","0","2.36","1.38","6","","","NaN"
"PANG","PANGAEA ONCOLOGY S.A.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"PAR","PARLEM TELECOM COMPANY DE TELECOMUNICACIONS, S.A.","","Espagne","BME","EUR","-9.95","0.49","-4.27","-10.16","9.44","-6.11","1.70","0","0","7.37","2.96","6","-18.54","4.67","NaN"
"DIGIS","DIGI SPAIN TELECOM S.A.","","Espagne","BME","EUR","3.52","1.31","1.02","38.75","49.83","1.63","0.86","0","1","0.61","35.23","2","1.51","18.83","NaN"
"PHM","PHARMA MAR, S.A.","","Espagne","BME","EUR","17.67","0.18","15.58","24.01","5.50","19.14","3.21","6","6","3.82","6.43","6","12.82","3.82","NaN"
"DOM","GLOBAL DOMINION ACCESS S.A.","","Espagne","BME","EUR","-68.97","-6.18","12.54","-81.87","12.19","15.48","2.85","6","0","2.00","220.97","6","8.61","0.41","NaN"
"GGR","GREENING GROUP GLOBAL S.A.","","Espagne","BME","EUR","-56.16","3.59","-6.40","-47.22","16.87","-8.38","1.93","0","0","11.88","9.52","6","-28.41","-10.30","NaN"
"DIA","DISTRIBUIDORA INTERNACIONAL DE ALIMENTACIÃ³N, S.A.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"DOMO","DOMO ACTIVOS S.A.","","Espagne","BME","EUR","32.67","-0.75","-9.54","44.20","9.99","-13.74","3.67","0","6","6.57","21.36","6","-18.61","-0.02","NaN"
"LAB","LABIANA HEALTH S.A.","","Espagne","BME","EUR","-16.72","0.07","-21.25","-12.50","75.52","-26.17","9.20","0","1","11.92","1646.45","6","-87.77","-10.42","NaN"
"DESA","DESA S.A.","","Espagne","BME","EUR","17.83","0.08","20.34","23.15","11.53","29.79","10.02","6","5","10.52","14.18","6","15.20","24.85","NaN"
"MEL","MELIÃ¡ HOTELS INTERNATIONAL, S.A.","","Espagne","BME","EUR","0.46","0.00","1.92","-1.84","2.07","-0.18","1.98","0","0","1.14","0.97","4","7.64","-47.21","1.11"
"GIGA","GIGAS HOSTING S.A.","","Espagne","BME","EUR","-3.70","0.00","-5.02","-7.77","3.64","-6.35","1.76","0","0","10.88","7.71","6","","","NaN"
"MTB","MONTEBALITO S.A.","","Espagne","BME","EUR","9.80","0.45","","9.85","0.62","","","","0","","0.71","0","29.60","1.24","NaN"
"PUIG","PUIG BRANDS SA","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"PVA","PESCANOVA S.A.","","Espagne","BME","EUR","1.53","-1.47","0.09","8.47","6.07","0.08","0.01","0","2","3.77","5.11","6","-30.91","2.79","NaN"
"MVC","METROVACESA S.A.","","Espagne","BME","EUR","3.78","0.29","3.10","1.19","2.49","1.61","1.41","0","0","3.22","4.32","6","8.03","9.91","NaN"
"PSG","PROSEGUR COMPAÃ±Ã­A DE SEGURIDAD, S.A.","","Espagne","BME","EUR","16.49","3.10","4.25","12.97","3.15","3.97","0.60","0","3","0.48","3.25","6","2.84","6.95","NaN"
"ECR","ERCROS, S.A.","","Espagne","BME","EUR","-11.95","0.00","-4.47","-14.06","11.86","-3.47","0.89","0","0","0.51","14.52","6","","","NaN"
"LOG","LOGISTA INTEGRAL, S.A.","","Espagne","BME","EUR","49.84","0.43","3.20","44.49","7.05","2.92","0.32","0","6","0.30","3.38","6","2.37","6.43","NaN"
"NAT","NATAC NATURAL INGREDIENTS S.A.","","Espagne","BME","EUR","2.57","0.95","5.94","9.93","7.92","9.66","5.31","1","1","8.23","21.41","6","4.21","-13.70","NaN"
"COM","CATENON S.A.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"PRM","PRIM, S.A.","","Espagne","BME","EUR","-18.02","0.62","-6.75","-4.21","12.38","-0.79","5.65","0","0","4.89","14.60","6","-31.61","42.37","NaN"
"YNUM","NUMULAE GESTION DE SERVICIOS SOCIMI S.A.","","Espagne","BME","EUR","-2.34","1.23","0.82","-3.02","0.62","0.07","0.71","0","0","1.33","2.65","6","-5.79","11.96","NaN"
"IDR","INDRA SISTEMAS, S.A.","","Espagne","BME","EUR","21.99","0.02","30.53","18.77","11.89","19.19","13.82","2","2","10.95","18.31","6","39.22","76.21","NaN"
"CASH","PROSEGUR CASH, S.A.","","Espagne","BME","EUR","22.24","0.05","","24.30","1.80","","","","6","","5.72","0","27.73","8.01","NaN"
"ALNT","ALANTRA PARTNERS, S.A.","","Espagne","BME","EUR","7.78","0.67","7.31","7.73","2.61","6.28","1.42","0","1","0.67","2.43","6","3.97","-2.11","NaN"
"AI","AIRTIFICIAL INTELLIGENCE STRUCTURES SA","","Espagne","BME","EUR","-63.05","0.01","-156.42","-42.60","17.76","-110.12","40.86","0","0","39.75","19.53","6","-187.95","-10.23","NaN"
"IMC","INMOCEMENTO, S.A.","","Espagne","BME","EUR","63.44","-0.41","-51.85","67.81","6.18","-51.75","0.13","0","2","0.10","4.37","2","","","NaN"
"ENC","ENCE ENERGÃ­A Y CELULOSA, S.A.","","Espagne","BME","EUR","-10.51","0.99","-1.82","-3.41","6.85","0.35","2.48","1","1","2.54","14.80","6","-8.36","-5.09","NaN"
"VIS","VISCOFAN SA","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"BBVA","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","","Espagne","BME","EUR","16.77","1.45","","17.49","2.04","","","","4","","6.48","0","28.23","15.51","NaN"
"SAN","BANCO SANTANDER, S.A.","","Espagne","BME","EUR","12.94","2.89","","13.02","1.00","","","","3","","11.58","0","25.82","0.12","NaN"
"UBS","URBAS GRUPO FINANCIERO S.A.","","Espagne","BME","EUR","8.86","3.71","","17.86","18.14","","","","3","","3.71","0","16.49","9.61","NaN"
"SAI","SUBSTRATE ARTIFICIAL INTELLIGENCE S.A.","","Espagne","BME","EUR","-17.44","0.13","2.30","-12.00","31.94","-0.91","8.94","0","1","8.23","39.06","5","-40.83","44.67","NaN"
"IBG","IBERPAPEL GESTIÃ³N, S.A.","","Espagne","BME","EUR","-159.34","0.23","-32.90","-270.57","153.33","-35.32","10.98","0","1","16.06","205.11","5","-87.72","-19.56","NaN"
"SCO","SERESCO S.A.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"TRG","TUBOS REUNIDOS, S.A.","","Espagne","BME","EUR","12.45","0.00","-342.67","-47.59","86.67","-143.41","176.85","0","1","185.83","73.60","6","","","NaN"
"SQRL","SQUIRREL MEDIA, S.A.","","Espagne","BME","EUR","7.53","0.66","3.80","12.81","9.29","6.58","4.41","0","2","1.87","3.28","6","2.29","37.33","NaN"
"SCYR","SACYR S.A.","","Espagne","BME","EUR","10.96","4.24","4.50","15.67","6.08","4.45","0.43","0","3","1.63","13.37","6","5.01","0.54","NaN"
"ALC","ALTIA CONSULTORES S.A.","","Espagne","BME","EUR","4.50","0.02","4.25","4.72","0.19","3.90","0.78","0","0","2.42","3.68","6","9.42","4.88","NaN"
"SPH","PROFITHOL S.A.","","Espagne","BME","EUR","18.60","2.22","8.65","18.63","5.07","8.32","0.98","0","6","2.45","5.27","6","7.44","0.12","NaN"
"ENRS","ENERSIDE ENERGY S.A.","","Espagne","BME","EUR","-213.57","18.45","-4.03","-214.62","61.87","-14.52","15.81","0","0","20.18","122.64","6","-1216.13","-76.04","NaN"
"HBX","HBX GROUP INTERNATIONAL PLC","","Espagne","BME","EUR","23.03","1.55","4.46","12.38","15.07","6.43","2.79","0","1","1.97","10.66","2","-9.00","4.71","NaN"
"CABK","CAIXABANK, S.A.","","Espagne","BME","EUR","15.65","1.28","","15.08","1.15","","","","4","","6.27","0","","10.83","NaN"
"TEF","TELEFÃ³NICA S.A.","","Espagne","BME","EUR","-20.47","2.23","1.70","-7.19","11.58","1.98","0.38","0","1","0.51","14.85","6","-11.82","-7.05","NaN"
"TRE","TÃ©CNICAS REUNIDAS, S.A.","","Espagne","BME","EUR","32.48","1.60","5.59","28.83","3.91","4.09","1.38","0","3","7.80","72.23","6","2.42","25.05","NaN"
"SCHI","ST CROIX HOLDING IMMOBILIER INC.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"FDR","FLUIDRA, S.A.","","Espagne","BME","EUR","10.98","0.76","7.21","8.98","1.91","6.20","0.94","0","1","0.70","1.90","6","8.05","3.25","NaN"
"TSK","TSK ELECTRÃ³NICA Y ELECTRICIDAD, S.A.","","Espagne","BME","EUR","-117.20","0.07","-26.70","-141.21","75.99","-33.03","6.19","0","0","21.24","72.75","6","-164.81","","NaN"
"BKY","BERKELEY ENERGIA LIMITED","","Espagne","BME","EUR","-6.54","0.00","-24.00","-4.21","2.83","-23.95","0.56","0","1","8.16","253.07","6","-179.66","137.54","NaN"
"ANA","ACCIONA, S.A.","","Espagne","BME","EUR","17.83","2.17","5.57","12.21","4.87","4.23","1.23","0","1","1.06","0.84","6","5.58","9.04","NaN"
"EZE","GRUPO EZENTIS S.A.","","Espagne","BME","EUR","-308.95","2.12","-1.99","-151.59","175.74","-9.55","9.56","0","4","8.89","235.69","6","-7.74","40.94","NaN"
"ANE","CORPORACIÃ³N ACCIONA ENERGÃ­AS RENOVABLES, S.A.","","Espagne","BME","EUR","11.14","0.84","6.19","8.81","2.48","4.65","1.57","0","1","1.35","1.97","6","23.66","-9.19","NaN"
"AENA","AENA SME SA","","Espagne","BME","EUR","25.17","0.80","13.97","24.45","1.11","12.18","1.90","2","4","6.38","20.46","6","34.71","11.67","NaN"
"GRI","GRINO ECOLOGIC S.A.","","Espagne","BME","EUR","-238.17","0.01","-5948.84","429.36","1283.24","-4669.96","2133.70","0","3","3695.08","350.85","5","","","NaN"
"FAE","FAES FARMA, S.A.","","Espagne","BME","EUR","10.82","0.57","9.12","13.77","2.66","11.64","2.56","4","5","3.97","2.84","6","13.05","16.32","NaN"
"ROVI","LABORATORIOS FARMACÃ©UTICOS ROVI SA","","Espagne","BME","EUR","22.33","0.18","20.80","26.21","5.09","23.75","5.14","6","6","6.42","7.92","6","18.88","-5.33","NaN"
"GRE","GRENERGY RENOVABLES, S.A.","","Espagne","BME","EUR","","","","","","","","","","","","0","","","NaN"
"RIO","BODEGAS RIOJANAS S.A.","","Espagne","BME","EUR","16.40","0.35","10.34","18.30","1.93","11.68","1.23","4","6","2.14","2.42","6","17.78","3.27","NaN"
"TUB","TUBACEX, S.A.","","Espagne","BME","EUR","-5.41","1.34","0.70","5.38","10.27","4.55","3.48","0","1","4.38","9.94","6","-3.30","-8.14","NaN"
"CIE","CIE AUTOMOTIVE, S.A.","","Espagne","BME","EUR","19.64","1.13","8.01","20.92","1.68","8.26","0.22","0","6","1.78","1.74","6","9.33","-0.02","NaN"
"CIRSA","CIRSA ENTERPRISES, S.A.","","Espagne","BME","EUR","23.04","2.69","7.39","21.12","6.30","6.78","1.52","0","3","2.34","8.96","3","5.03","8.39","NaN"
"APG","AXON PARTNERS GROUP S.A.","","Espagne","BME","EUR","9.50","0.90","6.14","8.91","1.42","5.35","1.18","0","0","1.81","8.95","6","3.82","6.86","NaN"
"RED","REDEIA CORPORACIÃ³N, S.A.","","Espagne","BME","EUR","-0.56","0.13","3.59","-5.93","6.99","-2.09","8.18","0","0","8.37","8.05","4","-0.88","95.09","NaN"
"RJF","LABORATORIO REIG JOFRE SA","","Espagne","BME","EUR","17.67","0.34","","18.11","0.71","","","","5","","3.66","0","15.42","9.86","NaN"
"IAG","INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A.","","Espagne","BME","EUR","19.15","0.18","16.56","17.91","12.69","9.01","8.03","1","2","2.38","8.76","6","25.67","70.00","NaN"
"BST","BIOTECHNOLOGY ASSETS S.A.","","Espagne","BME","EUR","17.57","0.00","","21.88","4.70","","","","4","","40.26","0","99.37","-6.92","NaN"
"IBE","IBERDROLA, S.A.","","Espagne","BME","EUR","10.91","0.90","5.39","9.94","0.91","5.35","0.31","0","0","0.70","0.49","6","15.41","-5.48","NaN"
"BKT","BANKINTER, S.A.","","Espagne","BME","EUR","7.94","0.23","","4.80","3.46","","","","0","","12.86","0","96.95","28.29","NaN"
"HOME","NEINOR HOMES, S.A.","","Espagne","BME","EUR","10.87","1.11","3.55","9.08","2.09","4.73","1.84","0","0","2.61","2.11","6","17.29","9.23","NaN"
"ALM","ALMIRALL, S.A.","","Espagne","BME","EUR","-81.59","0.45","-7.30","-61.65","28.20","-4.65","3.74","0","0","2.65","19.94","2","-497.98","12.75","NaN"
"ARM","ÃRIMA REAL ESTATE SOCIMI, S.A.","","Espagne","BME","EUR","11.95","0.06","11.08","10.52","3.48","8.07","5.41","1","3","6.70","4.66","5","18.37","23.36","NaN"
"ADX","AUDAX RENOVABLES, S.A.","","Espagne","BME","EUR","16.89","0.00","","20.58","3.47","","","","5","","22.52","0","97.41","-6.65","NaN"
"VOC","VOCENTO, S.A.","","Espagne","BME","EUR","66.41","0.00","59.96","90.60","21.40","77.65","15.47","6","6","38.76","41.66","6","85.79","-27.63","NaN"
"AMP","AMPER, S.A.","","Espagne","BME","EUR","60.51","0.90","2.05","62.91","4.68","2.04","0.02","0","6","0.02","19.71","2","19.28","9.07","NaN"
"ADZ","ADOLFO DOMÃ­NGUEZ, S.A.","","Espagne","BME","EUR","","0.00","","","","","","","","","","0","","","NaN"
"SNX","PREMIUM SNACKS NORDIC AB","","Suède","OMX","SEK","10.04","0.55","9.26","8.76","1.17","8.44","0.72","0","1","1.74","1.15","6","1.32","4.21","NaN"
"EQT","EQT AB","","Suède","OMX","SEK","9.01","0.29","5.89","7.87","6.14","3.04","2.60","1","2","4.90","13.46","6","27.84","28.36","NaN"
"SOLT","SOLTECH ENERGY SWEDEN AB","","Suède","OMX","SEK","","","","","","","","","","","","0","","","NaN"
"PAX","PAXMAN AB","","Suède","OMX","SEK","16.11","0.31","10.86","18.14","4.55","12.52","1.46","5","6","2.94","4.35","6","23.72","7.94","NaN"
"NYF","ALTRA FASTIGHETER AB","","Suède","OMX","SEK","","","","","","","","","","","","0","","","NaN"
"SYNT","SYNTHETICMR AB","","Suède","OMX","SEK","-15.52","0.90","65.60","-9.24","5.44","44.39","39.59","3","1","9.08","6.39","6","-9.02","-5.33","NaN"
"OPTI","OPTICEPT TECHNOLOGIES AB","","Suède","OMX","SEK","233.37","-0.38","-5.83","26.99","179.16","-62.83","63.67","0","1","58.39","36.19","4","-1449.84","71.78","NaN"
"ONCO","ONCOPEPTIDES AB (PUBL)","","Suède","OMX","SEK","-110.59","0.00","-14.19","-496.90","502.99","-18.18","9.19","0","0","738.65","563.14","6","-1720.98","273.45","NaN"
"SAFE","SAFE AT SEA AB","","Suède","OMX","SEK","4.76","1.84","4.37","2.29","4.11","3.97","0.57","0","0","0.78","4.11","6","29.73","4.57","NaN"
"FG","FASADGRUPPEN GROUP AB","","Suède","OMX","SEK","6.03","0.46","0.45","7.27","10.06","0.67","0.31","0","3","0.22","10.62","2","4.99","12.74","NaN"
"SBO","SELVAAG BOLIG ASA","","Norvège","OSE","NOK","5.54","1.27","0.99","7.86","2.51","2.78","2.04","0","3","2.97","4.89","6","6.37","-19.93","NaN"
"QBNK","QBNK HOLDING AB","","Suède","OMX","SEK","","","","","","","","","","","","0","","","NaN"
"ELON","ELON AB (PUBL)","","Suède","OMX","SEK","-21.36","0.64","-0.38","-7.86","11.82","0.16","0.50","0","1","2.68","15.15","6","-2.13","-2.24","NaN"
"RESP","RESPIRATORIUS AB","","Suède","OMX","SEK","","","","","","","","","","","","0","","","NaN"
"RAIL","RAILCARE GROUP AB","","Suède","OMX","SEK","-29.57","-1.42","18.02","36.90","57.99","15.69","6.31","2","3","21.25","247.73","6","7.61","18.28","NaN"
"FIRE","FIREFLY AB","","Suède","OMX","SEK","26.11","0.01","35.10","31.30","4.50","33.45","2.55","6","6","3.65","5.75","6","9.45","2.61","NaN"
"EMB","EMB MISSION BOUND AB (PUBL)","","Suède","OMX","SEK","","","","","","","","","","","","0","","","NaN"
"SHOT","SCANDIC HOTELS GROUP AB (PUBL)","","Suède","OMX","SEK","4567.60","4.22","-605.47","2208.69","3336.00","-421.10","260.73","0","1","296.68","21.66","5","-7038.74","481.93","NaN"
